,id_municipio,id_item,codigo_resposta,validated_at,justificativa
138,30,52,OK_VALIDADO,2023-02-02 15:35:42.041845,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo valor do contrato válido: 100
139,30,53,OK_VALIDADO,2023-02-02 15:35:42.159236,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo favorecido do contrato válido: 100
140,30,54,OK_VALIDADO,2023-02-02 15:35:42.259555,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo numero ou ano do contrato do contrato válido: 100
141,30,55,OK_VALIDADO,2023-02-02 15:35:42.355369,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo vigência do contrato válido: 100
142,30,56,OK_VALIDADO,2023-02-02 15:35:42.441205,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo licitação de origem do contrato válido: 4491
143,30,57,OK_VALIDADO,2023-02-02 15:35:42.547301,"Item validado com sucesso. Os palavras chaves ['Detalhamento do Contrato', 'Itens Contratados', 'Pagamentos', 'Termos Aditivos', 'Documentos'] estão presentes 500 vezes em páginas de contratos "
144,30,58,OK_VALIDADO,2023-02-02 15:35:42.641048,Item validado com sucesso. Foram encontrados arquivos de contratos em formato aberto.
145,30,59,OK_VALIDADO,2023-02-23 17:37:09.947630,"Item validado com sucesso. Quantidade de entradas encontradas e analizadas: 114.
        Quantidade de entradas que possuem o campo data de celebração válido: 68"
146,30,60,OK_VALIDADO,2023-02-23 17:37:09.984675,"Item validado com sucesso. Quantidade de entradas encontradas e analizadas: 114.
        Quantidade de entradas que possuem o campo objeto válido: 68"
147,30,61,ERRO_VALIDADO,2023-02-23 17:37:10.032370,"Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 114.
        Quantidade de entradas que possuem o campo conveniados válido: 0"
148,30,62,ERRO_VALIDADO,2023-02-23 17:37:10.062040,"Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 114.
        Quantidade de entradas que possuem o campo aditivos válido: 0"
149,30,63,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:42.897533,Item ainda não validado
150,30,64,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:42.920345,Item ainda não validado
151,30,65,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:42.943776,Item ainda não validado
152,30,66,OK_VALIDADO,2023-02-02 15:35:42.967354,"Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem ""Fase"": 12"
153,30,67,ERRO_VALIDADO,2023-02-02 15:35:43.016583,"Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas que possuem ""Classificação"": 0"
154,30,68,ERRO_VALIDADO,2023-02-02 15:35:43.038163,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas que possuem nomeação no campo 'Tipo do Documento': 0
155,30,69,OK_VALIDADO,2023-02-02 15:35:43.060330,"Item validado com sucesso. Quantidade diferente de entradas encontradas e analizadas que possuem ""edital"" no campo ""Tipo do Documento"": 6"
156,30,70,ERRO_VALIDADO,2023-02-02 15:35:43.086233,Validação informou que o item coletado nao atende aos requisitos. Quantidade diferente de entradas encontradas e analizadas que possuem referencia a recursos ou respectivas decisões no campo 'Tipo do Documento': 0
157,30,71,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.101496,Item ainda não validado
158,30,72,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.123692,Item ainda não validado
159,30,73,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.154886,Item ainda não validado
160,30,74,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.188308,Item ainda não validado
161,30,75,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.221425,Item ainda não validado
162,30,76,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.249516,Item ainda não validado
163,30,77,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:43.279415,Item ainda não validado
164,30,78,NAO_LOCALIZADO,,Dados não foram localizados no template
165,30,79,NAO_LOCALIZADO,,Dados não foram localizados no template
166,30,80,NAO_LOCALIZADO,,Dados não foram localizados no template
167,30,81,NAO_LOCALIZADO,,Dados não foram localizados no template
168,30,82,NAO_LOCALIZADO,,Dados não foram localizados no template
169,30,83,NAO_LOCALIZADO,,Dados não foram localizados no template
170,30,84,ERRO_VALIDADO,2023-04-12 12:07:39.363460,Validação informou que o item coletado nao atende aos requisitos. Planilha consolidada: Não encontrado agentes políticos. Encontrado servidores efetivos. Encontrado compo para pesquisa. 
171,30,85,ERRO_VALIDADO,2023-04-05 12:45:41.771384,Validação informou que o item coletado nao atende aos requisitos. Registro de auxílios.Não encontrado verbas indenizatórias. Não encontrado ajuda de custos. Não encontrado jetons. Não encontrado vantagens pecuniárias. 
172,30,86,NAO_LOCALIZADO,,Dados não foram localizados no template
173,30,87,OK_VALIDADO,2023-04-12 12:07:39.341340,"Item validado com sucesso. É possível pesquisar por mês e gerar um relatório csv, pdf ou txt dos resultados da consulta."
174,30,88,ERRO_VALIDADO,2023-04-12 12:07:39.304074,Validação informou que o item coletado nao atende aos requisitos. Registro dos proventos de aposentadoria.
175,30,89,ERRO_VALIDADO,2023-04-12 12:07:39.323949,Validação informou que o item coletado nao atende aos requisitos. Registro dos proventos de pensão.
176,30,90,ERRO_VALIDADO,2023-02-02 15:35:43.301106,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem o nome do beneficiário do empenho válido: 0
177,30,91,ERRO_VALIDADO,2023-02-02 15:35:43.323602,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem o Cargo/Função do empenho válido: 0
178,30,92,ERRO_VALIDADO,2023-02-02 15:35:43.345856,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem os valores recebidos do empenho válido: 0
179,30,93,ERRO_VALIDADO,2023-02-02 15:35:43.384431,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem o periodo da viagem do empenho válido: 0
180,30,94,ERRO_VALIDADO,2023-02-02 15:35:43.440132,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem a destino da viagem do empenho válido: 0
181,30,95,ERRO_VALIDADO,2023-02-02 15:35:43.484810,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem a motivo da viagem do empenho válido: 0
182,30,96,ERRO_VALIDADO,2023-02-02 15:35:43.558309,Validação informou que o item coletado nao atende aos requisitos. Quantidade de entradas encontradas e analizadas: 0. Quantidade de entradas que possuem o numero de diarias do empenho válido: 0
183,30,97,OK_VALIDADO,2023-03-02 17:07:33.748616,Item validado com sucesso. Foram encontrados 39 pdfs na coleta que mencionam Lei Orçamentária Anual e 10 menções em páginas html.
184,30,98,OK_VALIDADO,2023-03-02 17:07:33.764668,Item validado com sucesso. Foram encontrados 42 pdfs na coleta que mencionam Lei de Diretrizes Orçamentárias e 17 menções em páginas html.
185,30,99,OK_VALIDADO,2023-03-02 17:07:33.786604,Item validado com sucesso. Foram encontrados 47 pdfs na coleta que mencionam Plano Plurianual e 2 menções em páginas html.
