,Natureza da Receita,Valor Previsto,Valor Realizado,"Rua Maria Maia, 157, Grajaú – Brumadinho / MG CEP",Telefone de contato,Ano de Referência,Ano ,Mês ,Descrição da Natureza da Receita ,FileName
360,2114.03.00 - Operações de Crédito Internas para Programas de Saneamento,"R$ 4.325.000,00","R$ 6.261.838,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
361,2200.00.00 - ALIENAÇÃO DE BENS,"R$ 100,00","R$ 131.800,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
362,2212.00.00 - ALIENAÇÃO DE ESTOQUES,"R$ 100,00","R$ 131.800,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
363,2219.00.00 - Alienação de Outros Bens Móveis,"R$ 100,00","R$ 131.800,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
364,2400.00.00 - TRANSFERÊNCIAS DE CAPITAL,"R$ 0,00","R$ 837.529,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
365,2470.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS,"R$ 0,00","R$ 837.529,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
366,2471.00.00 - TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES,"R$ 0,00","R$ 837.529,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
367,2471.99.00 - Outras Transferências de Convênio da União,"R$ 0,00","R$ 837.529,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
368,,,, 35460-000, (31) 3571-3001,2022,2022,Selecione...,;,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
369,0000.00.00 - RECEITAS,"R$ 264.088.151,00","R$ 184.711.638,23",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
370,1000.00.00 - RECEITAS CORRENTES,"R$ 260.555.800,00","R$ 184.711.638,23",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
371,1100.00.00 - RECEITA TRIBUTÁRIA,"R$ 30.970.000,00","R$ 28.173.035,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
372,1110.00.00 - IMPOSTOS,"R$ 29.830.000,00","R$ 26.439.272,17",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
373,1112.00.00 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,"R$ 9.130.000,00","R$ 6.895.196,68",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
374,1112.01.00 - IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 2.930.000,00","R$ 3.035.715,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
375,1112.02.00 - Imposto sobre a Propriedade Predial e Territorial Urbana,"R$ 2.930.000,00","R$ 3.035.715,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
376,1112.04.00 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,"R$ 6.200.000,00","R$ 3.859.480,97",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
377,1112.04.31 - Imposto de Renda Retido nas Fontes sobre os Rendimentos do Trabalho,"R$ 2.800.000,00","R$ 1.263.196,82",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
378,1112.04.34 - Imposto de Renda Retido nas Fontes sobre Outros Rendimentos,"R$ 200.000,00","R$ 176.467,73",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
379,"1112.08.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis","R$ 3.200.000,00","R$ 2.419.816,42",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
380,1113.00.00 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,"R$ 20.700.000,00","R$ 19.544.075,49",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
381,1113.05.00 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 20.700.000,00","R$ 19.544.075,49",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
382,1113.05.01 - Imposto sobre Serviços de Qualquer Natureza,"R$ 20.700.000,00","R$ 19.544.075,49",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
383,1120.00.00 - TAXAS,"R$ 1.140.000,00","R$ 1.733.763,13",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
384,1121.00.00 - TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"R$ 650.000,00","R$ 1.293.787,47",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
385,1121.02.00 - TAXA DE FISCALIZAÇÃO DAS TELECOMUNICAÇÕES,"R$ 650.000,00","R$ 1.293.787,47",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
386,1121.21.00 - Taxa de Controle e Fiscalização Ambiental,"R$ 180.000,00","R$ 111.318,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
387,"1121.25.00 - Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústria e Prestadora de Serviços","R$ 350.000,00","R$ 1.108.725,94",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
388,1121.32.00 - Taxa de Aprovação do Projeto de Construção Civil,"R$ 50.000,00","R$ 59.611,67",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
389,"1121.36.00 - Taxa de Apreensão, Depósito ou Liberação de Animais","R$ 20.000,00","R$ 12.710,21",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
390,1121.99.00 - Outras Taxas pelo Exercício do Poder de Polícia,"R$ 50.000,00","R$ 1.420,94",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
391,1122.00.00 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"R$ 490.000,00","R$ 439.975,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
392,1122.12.00 - EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS,"R$ 490.000,00","R$ 439.975,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
393,1122.28.00 - Taxa de Cemitérios,"R$ 40.000,00","R$ 15.369,02",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
394,1122.90.00 - Taxa de Limpeza Pública,"R$ 250.000,00","R$ 864,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
395,1122.99.00 - Outras Taxas pela Prestação de Serviços,"R$ 200.000,00","R$ 423.742,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
396,1200.00.00 - RECEITAS DE CONTRIBUIÇÕES,"R$ 1.085.000,00","R$ 1.584.782,19",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
397,1210.00.00 - CONTRIBUIÇÕES SOCIAIS,"R$ 1.085.000,00","R$ 1.584.782,19",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
398,1210.99.00 - OUTRAS CONTRIBUIÇÕES SOCIAIS,"R$ 1.085.000,00","R$ 1.584.782,19",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
399,1230.00.00 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 1.085.000,00","R$ 1.584.782,19",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
400,1300.00.00 - RECEITA PATRIMONIAL,"R$ 4.631.000,00","R$ 3.969.162,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
401,1320.00.00 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 4.631.000,00","R$ 3.969.162,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
402,1325.00.00 - REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"R$ 4.631.000,00","R$ 3.969.162,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
403,1325.01.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,"R$ 1.631.000,00","R$ 1.681.260,03",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
404,1325.01.02 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB,"R$ 130.000,00","R$ 241.786,22",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
405,1325.01.03 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo de Saúde,"R$ 220.000,00","R$ 378.422,81",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
406,1325.01.05 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Manutenção e Desenvolvimento do Ensino (MDE),"R$ 280.000,00","R$ 145.932,26",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
407,1325.01.09 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Contribuição de Intervenção no Domínio Econômico (CIDE),"R$ 1.000,00","R$ 766,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
408,1325.01.99 - Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados,"R$ 1.000.000,00","R$ 914.352,42",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
409,1325.02.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS,"R$ 3.000.000,00","R$ 2.287.902,73",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
410,1325.02.99 - Remuneração de Outros Depósitos de Recursos Não Vinculados,"R$ 3.000.000,00","R$ 2.287.902,73",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
411,1600.00.00 - RECEITA DE SERVIÇOS,"R$ 35.000,00","R$ 176.460,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
412,1600.13.00 - SERVIÇOS ADMINISTRATIVOS,"R$ 35.000,00","R$ 176.460,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
413,1600.13.01 - Serviços de Inscrição em Concursos Públicos,"R$ 20.000,00","R$ 176.460,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
414,1600.13.02 - Serviços de Venda de Editais,"R$ 15.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
415,1700.00.00 - TRANSFERÊNCIAS CORRENTES,"R$ 216.344.800,00","R$ 146.847.889,24",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
416,1720.00.00 - TRANSFERÊNCIAS INTERGOVERNAMENTAIS,"R$ 215.604.800,00","R$ 146.441.956,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
417,1721.00.00 - TRANSFERÊNCIAS DA UNIÃO,"R$ 46.058.000,00","R$ 35.792.444,77",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
418,1721.01.00 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,"R$ 25.080.000,00","R$ 20.022.308,09",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
419,1721.01.02 - Cota-parte do Fundo de Participação dos Municípios - Cota Mensal,"R$ 24.288.000,00","R$ 19.638.098,33",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
420,1721.01.05 - Cota-parte do Imposto sobre a Propriedade Territorial Rural,"R$ 792.000,00","R$ 384.209,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
421,1721.22.00 - TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NATURAIS,"R$ 4.190.000,00","R$ 3.323.241,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
422,1721.22.70 - Cota-parte do Fundo Especial do Petróleo (FEP),"R$ 4.190.000,00","R$ 3.323.241,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
423,1721.33.00 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE (SUS) REPASSES FUNDO A FUNDO,"R$ 10.504.000,00","R$ 8.765.428,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
424,1721.33.11 - Transferência de Recursos do SUS - Bloco Atenção Básica,"R$ 5.800.000,00","R$ 4.648.672,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
425,1721.33.12 - Transferência de Recursos do SUS - Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,"R$ 3.650.000,00","R$ 3.559.382,87",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
426,1721.33.13 - Transferência de Recursos do SUS - Bloco Vigilância em Saúde,"R$ 400.000,00","R$ 263.937,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
427,1721.33.14 - Transferência de Recursos do SUS - Bloco Assistência Farmacêutica,"R$ 200.000,00","R$ 161.465,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
428,1721.33.15 - Transferência de Recursos do SUS - Bloco Gestão do SUS,"R$ 50.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
429,1721.34.00 - Transferência de Recursos do Fundo Nacional de Assistência Social (FNAS),"R$ 404.000,00","R$ 131.970,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
430,1721.35.00 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO (FNDE),"R$ 6.284.000,00","R$ 3.681.466,61",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
431,1721.35.01 - Transferências do Salário-Educação,"R$ 1.500.000,00","R$ 1.564.222,77",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
432,1721.35.03 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE),"R$ 600.000,00","R$ 587.440,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
433,1721.35.04 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Apoio ao Transporte do Escolar (PNATE),"R$ 300.000,00","R$ 348.122,33",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
434,1721.35.99 - Outras Transferências Diretas do FNDE,"R$ 2.000.000,00","R$ 19.937,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
435,1721.36.00 - Transferência Financeira do ICMS - Desoneração - LC N° 87/96,"R$ 684.000,00","R$ 459.591,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
436,1721.99.00 - Outras Transferências da União,"R$ 1.200.000,00","R$ 702.152,60",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
437,1722.00.00 - TRANSFERÊNCIAS DO ESTADO,"R$ 151.883.860,00","R$ 92.313.841,77",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
438,1722.01.00 - PARTICIPAÇÃO NA RECEITA DO ESTADO,"R$ 111.606.400,00","R$ 74.491.083,42",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
439,1722.01.01 - Cota-parte do ICMS,"R$ 104.520.000,00","R$ 68.876.537,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
440,1722.01.02 - Cota-parte do IPVA,"R$ 5.280.000,00","R$ 4.339.781,34",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
441,1722.01.04 - Cota-parte do IPI sobre Exportação,"R$ 1.778.400,00","R$ 1.253.506,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
442,1722.01.13 - Cota-parte da Contribuição de Intervenção no Domínio Econômico,"R$ 28.000,00","R$ 21.258,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
443,1722.22.00 - TRANSFERÊNCIA DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA (25%),"R$ 40.277.460,00","R$ 17.746.726,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
444,1722.22.20 - Cota-parte da Compensação Financeira de Recursos Minerais (CFEM),"R$ 39.866.060,00","R$ 17.069.856,85",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
445,1722.33.00 - Transferência de Recursos do Estado para Programas de Saúde - Repasses Fundo a Fundo,"R$ 411.400,00","R$ 676.869,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
446,1722.99.00 - OUTRAS TRANSFERÊNCIAS DO ESTADO,"R$ 0,00","R$ 76.032,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
447,1722.99.51 - Transferências de Recursos do Fundo Estadual de Assistência Social (FEAS),"R$ 0,00","R$ 76.032,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
448,1724.00.00 - TRANSFERÊNCIAS MULTIGOVERNAMENTAIS,"R$ 17.662.940,00","R$ 18.335.669,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
449,1724.01.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB),"R$ 17.652.940,00","R$ 17.115.490,20",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
450,1730.00.00 - Transferências de Instituições Privadas,"R$ 10.000,00","R$ 1.220.179,69",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
451,1760.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS,"R$ 740.000,00","R$ 405.932,81",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
452,1761.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES,"R$ 140.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
453,1761.01.00 - Transferências de Convênios da União para o Sistema Único de Saúde,"R$ 20.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
454,1761.02.00 - Transferências de Convênios da União Destinadas a Programas de Educação,"R$ 20.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
455,1761.03.00 - Transferências de Convênios da União Destinadas a Programas de Assistência Social,"R$ 20.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
456,1761.99.00 - Outras Transferências de Convênios da União,"R$ 80.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
457,1762.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS DO ESTADO E DE SUAS ENTIDADES,"R$ 600.000,00","R$ 405.932,81",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
458,1762.01.00 - Transferências de Convênios do Estado para o Sistema Único de Saúde (SUS),"R$ 300.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
