,Natureza da Receita,Valor Previsto,Valor Realizado,"Rua Maria Maia, 157, Grajaú – Brumadinho / MG CEP",Telefone de contato,Ano de Referência,Ano ,Mês ,Descrição da Natureza da Receita ,FileName
0,0000.00.00 - RECEITAS,"R$ 189.940.300,00","R$ 175.543.550,34",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
1,1000.00.00 - RECEITAS CORRENTES,"R$ 188.570.200,00","R$ 174.563.579,91",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
2,1100.00.00 - RECEITA TRIBUTÁRIA,"R$ 24.471.000,00","R$ 23.354.720,16",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
3,1110.00.00 - IMPOSTOS,"R$ 22.996.100,00","R$ 21.615.697,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
4,1112.00.00 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,"R$ 10.469.400,00","R$ 7.835.768,61",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
5,1112.01.00 - IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 2.972.800,00","R$ 3.117.829,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
6,1112.02.00 - Imposto sobre a Propriedade Predial e Territorial Urbana,"R$ 2.972.800,00","R$ 3.117.829,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
7,1112.04.00 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,"R$ 7.496.600,00","R$ 4.717.939,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
8,1112.04.31 - Imposto de Renda Retido nas Fontes sobre os Rendimentos do Trabalho,"R$ 4.904.700,00","R$ 1.825.045,86",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
9,1112.04.34 - Imposto de Renda Retido nas Fontes sobre Outros Rendimentos,"R$ 143.500,00","R$ 99.728,07",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
10,"1112.08.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis","R$ 2.448.400,00","R$ 2.793.165,36",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
11,1113.00.00 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,"R$ 12.526.700,00","R$ 13.779.929,10",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
12,1113.05.00 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 12.526.700,00","R$ 13.779.929,10",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
13,1113.05.01 - Imposto sobre Serviços de Qualquer Natureza,"R$ 12.526.700,00","R$ 13.779.929,10",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
14,1120.00.00 - TAXAS,"R$ 1.474.900,00","R$ 1.739.022,45",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
15,1121.00.00 - TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"R$ 1.025.100,00","R$ 1.334.814,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
16,1121.02.00 - TAXA DE FISCALIZAÇÃO DAS TELECOMUNICAÇÕES,"R$ 1.025.100,00","R$ 1.334.814,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
17,1121.21.00 - Taxa de Controle e Fiscalização Ambiental,"R$ 74.500,00","R$ 115.264,94",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
18,"1121.25.00 - Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústria e Prestadora de Serviços","R$ 879.400,00","R$ 1.113.040,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
19,1121.32.00 - Taxa de Aprovação do Projeto de Construção Civil,"R$ 69.400,00","R$ 94.528,91",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
20,"1121.36.00 - Taxa de Apreensão, Depósito ou Liberação de Animais","R$ 1.100,00","R$ 11.820,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
21,1121.99.00 - Outras Taxas pelo Exercício do Poder de Polícia,"R$ 700,00","R$ 160,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
22,1122.00.00 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"R$ 449.800,00","R$ 404.208,45",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
23,1122.12.00 - EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS,"R$ 449.800,00","R$ 404.208,45",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
24,1122.28.00 - Taxa de Cemitérios,"R$ 3.800,00","R$ 1.996,13",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
25,1122.99.00 - Outras Taxas pela Prestação de Serviços,"R$ 446.000,00","R$ 402.212,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
26,1200.00.00 - RECEITAS DE CONTRIBUIÇÕES,"R$ 1.669.100,00","R$ 1.587.774,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
27,1210.00.00 - CONTRIBUIÇÕES SOCIAIS,"R$ 1.669.100,00","R$ 1.587.774,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
28,1210.99.00 - OUTRAS CONTRIBUIÇÕES SOCIAIS,"R$ 1.669.100,00","R$ 1.587.774,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
29,1230.00.00 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 1.669.100,00","R$ 1.587.774,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
30,1300.00.00 - RECEITA PATRIMONIAL,"R$ 3.616.800,00","R$ 1.480.451,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
31,1320.00.00 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 3.616.800,00","R$ 1.480.451,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
32,1325.00.00 - REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"R$ 3.616.800,00","R$ 1.480.451,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
33,1325.01.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,"R$ 2.275.500,00","R$ 920.791,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
34,1325.01.02 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB,"R$ 207.100,00","R$ 117.295,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
35,1325.01.03 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo de Saúde,"R$ 532.500,00","R$ 267.706,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
36,1325.01.05 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Manutenção e Desenvolvimento do Ensino (MDE),"R$ 540.400,00","R$ 80.165,60",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
37,1325.01.09 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Contribuição de Intervenção no Domínio Econômico (CIDE),"R$ 30.700,00","R$ 27.644,31",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
38,1325.01.99 - Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados,"R$ 964.800,00","R$ 427.979,82",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
39,1325.02.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS,"R$ 1.341.300,00","R$ 559.660,62",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
40,1325.02.99 - Remuneração de Outros Depósitos de Recursos Não Vinculados,"R$ 1.341.300,00","R$ 559.660,62",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
41,1700.00.00 - TRANSFERÊNCIAS CORRENTES,"R$ 153.790.900,00","R$ 144.783.523,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
42,1720.00.00 - TRANSFERÊNCIAS INTERGOVERNAMENTAIS,"R$ 153.790.800,00","R$ 144.783.523,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
43,1721.00.00 - TRANSFERÊNCIAS DA UNIÃO,"R$ 58.009.000,00","R$ 63.310.898,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
44,1721.01.00 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,"R$ 23.243.200,00","R$ 25.018.950,86",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
45,1721.01.02 - Cota-parte do Fundo de Participação dos Municípios - Cota Mensal,"R$ 21.330.200,00","R$ 23.797.177,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
46,1721.01.03 - Cota-parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de dezembro,"R$ 760.000,00","R$ 1.011.528,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
47,1721.01.04 - Cota-parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho,"R$ 707.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
48,1721.01.05 - Cota-parte do Imposto sobre a Propriedade Territorial Rural,"R$ 446.000,00","R$ 210.245,16",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
49,1721.22.00 - TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NATURAIS,"R$ 19.365.200,00","R$ 24.013.141,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
50,1721.22.20 - Cota-parte da Compensação Financeira de Recursos Minerais (CFEM),"R$ 16.702.700,00","R$ 21.437.205,84",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
51,1721.22.70 - Cota-parte do Fundo Especial do Petróleo (FEP),"R$ 2.662.500,00","R$ 2.575.935,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
52,1721.33.00 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE (SUS) REPASSES FUNDO A FUNDO,"R$ 9.072.300,00","R$ 9.443.768,67",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
53,1721.33.11 - Transferência de Recursos do SUS - Bloco Atenção Básica,"R$ 5.010.700,00","R$ 4.516.303,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
54,1721.33.12 - Transferência de Recursos do SUS - Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,"R$ 3.422.100,00","R$ 3.971.152,88",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
55,1721.33.13 - Transferência de Recursos do SUS - Bloco Vigilância em Saúde,"R$ 364.600,00","R$ 332.843,25",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
56,1721.33.14 - Transferência de Recursos do SUS - Bloco Assistência Farmacêutica,"R$ 184.500,00","R$ 188.803,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
57,1721.33.15 - Transferência de Recursos do SUS - Bloco Gestão do SUS,"R$ 100,00","R$ 12.000,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
58,1721.34.00 - Transferência de Recursos do Fundo Nacional de Assistência Social (FNAS),"R$ 90.300,00","R$ 422.665,99",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
59,1721.35.00 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO (FNDE),"R$ 6.328.300,00","R$ 4.835.037,85",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
60,1721.35.01 - Transferências do Salário-Educação,"R$ 1.395.700,00","R$ 1.488.628,27",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
61,1721.35.03 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE),"R$ 574.700,00","R$ 570.884,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
62,1721.35.04 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Apoio ao Transporte do Escolar (PNATE),"R$ 370.400,00","R$ 355.550,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
63,1721.35.99 - Outras Transferências Diretas do FNDE,"R$ 2.904.000,00","R$ 1.784.444,31",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
64,1721.36.00 - Transferência Financeira do ICMS - Desoneração - LC N° 87/96,"R$ 428.800,00","R$ 315.148,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
65,1721.99.00 - Outras Transferências da União,"R$ 654.700,00","R$ 320.382,87",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
66,1722.00.00 - TRANSFERÊNCIAS DO ESTADO,"R$ 77.810.300,00","R$ 62.692.062,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
67,1722.01.00 - PARTICIPAÇÃO NA RECEITA DO ESTADO,"R$ 75.369.700,00","R$ 61.967.621,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
68,1722.01.01 - Cota-parte do ICMS,"R$ 69.822.200,00","R$ 56.814.331,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
69,1722.01.02 - Cota-parte do IPVA,"R$ 4.639.700,00","R$ 4.373.760,17",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
70,1722.01.04 - Cota-parte do IPI sobre Exportação,"R$ 846.300,00","R$ 715.240,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
71,1722.01.13 - Cota-parte da Contribuição de Intervenção no Domínio Econômico,"R$ 61.500,00","R$ 64.288,67",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
72,1722.22.00 - TRANSFERÊNCIA DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA (25%),"R$ 2.390.000,00","R$ 405.985,63",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
73,1722.33.00 - Transferência de Recursos do Estado para Programas de Saúde - Repasses Fundo a Fundo,"R$ 2.390.000,00","R$ 405.985,63",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
74,1722.99.00 - OUTRAS TRANSFERÊNCIAS DO ESTADO,"R$ 50.600,00","R$ 318.456,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
75,1722.99.51 - Transferências de Recursos do Fundo Estadual de Assistência Social (FEAS),"R$ 50.600,00","R$ 38.016,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
76,1722.99.52 - Outras Transferências do Estado,"R$ 0,00","R$ 280.440,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
77,1724.00.00 - TRANSFERÊNCIAS MULTIGOVERNAMENTAIS,"R$ 17.971.500,00","R$ 18.780.562,41",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
78,1724.01.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB),"R$ 17.971.500,00","R$ 18.683.362,41",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
79,1730.00.00 - Transferências de Instituições Privadas,"R$ 0,00","R$ 97.200,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
80,1760.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS,"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
81,1762.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS DO ESTADO E DE SUAS ENTIDADES,"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
82,1762.01.00 - Transferências de Convênios do Estado para o Sistema Único de Saúde (SUS),"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
83,1900.00.00 - OUTRAS RECEITAS CORRENTES,"R$ 5.022.400,00","R$ 3.357.109,53",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
84,1910.00.00 - MULTAS E JUROS DE MORA,"R$ 517.500,00","R$ 546.421,07",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
85,1911.00.00 - MULTAS E JUROS DE MORA DOS TRIBUTOS,"R$ 87.100,00","R$ 79.704,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
86,1911.08.00 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 87.100,00","R$ 79.704,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
87,1911.38.00 - Multas e Juros de Mora do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 10.300,00","R$ 24.870,05",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
88,1911.40.00 - Multas e Juros de Mora do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 20.500,00","R$ 25.239,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
89,1911.99.00 - Multas e Juros de Mora de Outros Tributos,"R$ 56.300,00","R$ 29.595,06",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
90,1913.00.00 - MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS,"R$ 429.800,00","R$ 444.218,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
91,1913.11.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 406.500,00","R$ 180.338,27",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
92,1913.13.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 0,00","R$ 231.281,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
93,1913.99.00 - Multas e Juros de Mora da Divida Ativa de Outros Tributos,"R$ 23.300,00","R$ 32.598,71",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
94,1919.00.00 - MULTAS DE OUTRAS ORIGENS,"R$ 600,00","R$ 22.497,68",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
95,1919.15.00 - Multas Previstas na Legislação de Trânsito,"R$ 600,00","R$ 1.358,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
96,1919.35.00 - Multas por Danos ao Meio Ambiente,"R$ 0,00","R$ 3.550,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
97,1919.99.00 - Outras Multas,"R$ 0,00","R$ 17.589,68",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
